pic.twitter.com/drrkfhyax0	0,1,0.0000000000,0.0000747161
Навального	0,1,0.0000000000,0.0000747161
brexit	2,0,0.0003222169,0.0000000000
flüchtlinge	0,3,0.0000000000,0.0002241482
didn’t…	0,1,0.0000000000,0.0000747161
Заместитель	0,1,0.0000000000,0.0000747161
cooking	0,1,0.0000000000,0.0000747161
https://t.co/k2tt7t4tfw	1,0,0.0001611084,0.0000000000
pic.twitter.com/oki9pomicg	0,1,0.0000000000,0.0000747161
Российская	0,1,0.0000000000,0.0000747161
happen…	1,0,0.0001611084,0.0000000000
increasing	1,0,0.0001611084,0.0000000000
specialist	1,0,0.0001611084,0.0000000000
hero	1,1,0.0001611084,0.0000747161
крепчалpic.twitter.com/tqhdhepcsc	0,1,0.0000000000,0.0000747161
here	4,10,0.0006444337,0.0007471608
lgbt	0,3,0.0000000000,0.0002241482
china	0,2,0.0000000000,0.0001494322
Дню	0,1,0.0000000000,0.0000747161
f’bombs	1,0,0.0001611084,0.0000000000
кому	0,1,0.0000000000,0.0000747161
kids	2,4,0.0003222169,0.0002988643
участницам	0,1,0.0000000000,0.0000747161
price…	1,0,0.0001611084,0.0000000000
reports	0,1,0.0000000000,0.0000747161
i'd	2,1,0.0003222169,0.0000747161
recognised	1,0,0.0001611084,0.0000000000
military	0,3,0.0000000000,0.0002241482
i'm	5,14,0.0008055421,0.0010460251
http://bit.ly/txcf8m 	0,1,0.0000000000,0.0000747161
девочку	0,1,0.0000000000,0.0000747161
https://t.co/aucz8y4sef	1,0,0.0001611084,0.0000000000
replace	0,1,0.0000000000,0.0000747161
чей-то	0,1,0.0000000000,0.0000747161
cocaine	0,1,0.0000000000,0.0000747161
unit	1,0,0.0001611084,0.0000000000
Стрижи	0,1,0.0000000000,0.0000747161
dnc	0,1,0.0000000000,0.0000747161
укры	0,1,0.0000000000,0.0000747161
music	2,3,0.0003222169,0.0002241482
pic.twitter.com/z2ujiqic4m	0,1,0.0000000000,0.0000747161
heralded	1,0,0.0001611084,0.0000000000
until	0,3,0.0000000000,0.0002241482
построят	0,2,0.0000000000,0.0001494322
bewusst	0,1,0.0000000000,0.0000747161
anti-gun	0,1,0.0000000000,0.0000747161
катастрофы	0,1,0.0000000000,0.0000747161
hurt	1,1,0.0001611084,0.0000747161
думают	0,1,0.0000000000,0.0000747161
https://t.co/eukoxwvi4c	1,0,0.0001611084,0.0000000000
90	0,2,0.0000000000,0.0001494322
hold	0,2,0.0000000000,0.0001494322
pic.twitter.com/21ilt3syxr	0,1,0.0000000000,0.0000747161
mroz	1,0,0.0001611084,0.0000000000
concepts	1,0,0.0001611084,0.0000000000
pic.twitter.com/3r34fpffpv	0,1,0.0000000000,0.0000747161
губернатор,который	0,1,0.0000000000,0.0000747161
Хрущёва	0,1,0.0000000000,0.0000747161
trump2016pic.twitter.com/dkxwa2xv89	0,1,0.0000000000,0.0000747161
organized	0,1,0.0000000000,0.0000747161
want	3,14,0.0004833253,0.0010460251
За	0,2,0.0000000000,0.0001494322
absolute	0,2,0.0000000000,0.0001494322
hog	1,0,0.0001611084,0.0000000000
фигуры	0,1,0.0000000000,0.0000747161
hon	1,0,0.0001611084,0.0000000000
travel	2,0,0.0003222169,0.0000000000
базой	0,1,0.0000000000,0.0000747161
damage	1,0,0.0001611084,0.0000000000
how	14,24,0.0022555180,0.0017931859
hot	0,2,0.0000000000,0.0001494322
проучить	0,1,0.0000000000,0.0000747161
pic.twitter.com/advic7pvkc	0,1,0.0000000000,0.0000747161
classify	0,1,0.0000000000,0.0000747161
mueller	1,0,0.0001611084,0.0000000000
beauty	0,1,0.0000000000,0.0000747161
bangers	1,0,0.0001611084,0.0000000000
https://t.co/c5b0nszjxo	1,0,0.0001611084,0.0000000000
wrong	3,1,0.0004833253,0.0000747161
asked	3,1,0.0004833253,0.0000747161
pachttp://www.latimes.com/politics/la-na-clinton-digital-trolling-20160506-snap-htmlstory.html …	0,1,0.0000000000,0.0000747161
встречать	0,1,0.0000000000,0.0000747161
объяснил	0,1,0.0000000000,0.0000747161
it!pic.twitter.com/lwnyz765h1	0,1,0.0000000000,0.0000747161
pic.twitter.com/pctautvy23	0,1,0.0000000000,0.0000747161
wins	0,6,0.0000000000,0.0004482965
attracts	1,0,0.0001611084,0.0000000000
deutsche	0,2,0.0000000000,0.0001494322
sickening	0,1,0.0000000000,0.0000747161
18th	1,0,0.0001611084,0.0000000000
pic.twitter.com/wkvirmlwjo	0,1,0.0000000000,0.0000747161
democratic	0,5,0.0000000000,0.0003735804
wine	0,1,0.0000000000,0.0000747161
senators	0,1,0.0000000000,0.0000747161
гегемонию	0,1,0.0000000000,0.0000747161
https://vine.co/v/ophgiu0uiyz 	0,1,0.0000000000,0.0000747161
http://www.wbaltv.com/article/baltimore-teen-wins-national-chess-championship/9962103 …pic.twitter.com/ouvnems587	0,1,0.0000000000,0.0000747161
длиной	0,1,0.0000000000,0.0000747161
affect	1,0,0.0001611084,0.0000000000
https://t.co/isivgt9jf4	1,0,0.0001611084,0.0000000000
другихpic.twitter.com/3eawnvnjap	0,1,0.0000000000,0.0000747161
Сирияpic.twitter.com/5qqjnb3aqg	0,1,0.0000000000,0.0000747161
rankings	0,1,0.0000000000,0.0000747161
http://www.baltimoresun.com/news/breaking/bs-fe-bopa-gilmore-retires-20170601-story.html …pic.twitter.com/xvs8ji7ari	0,1,0.0000000000,0.0000747161
pilkington	1,0,0.0001611084,0.0000000000
pic.twitter.com/3mmjl6l2xn	0,1,0.0000000000,0.0000747161
lmihalove	0,1,0.0000000000,0.0000747161
http://bit.ly/29upnsn 	0,1,0.0000000000,0.0000747161
falsch	0,1,0.0000000000,0.0000747161
easier	0,1,0.0000000000,0.0000747161
геолокацию	0,1,0.0000000000,0.0000747161
davis's	2,0,0.0003222169,0.0000000000
“you	1,0,0.0001611084,0.0000000000
schools	4,3,0.0006444337,0.0002241482
shitliberalssaypic.twitter.com/vgqjhfldmm	0,1,0.0000000000,0.0000747161
silver	0,1,0.0000000000,0.0000747161
represents	0,1,0.0000000000,0.0000747161
blacklivesmatter!!!pic.twitter.com/cdubkaqv8z	0,1,0.0000000000,0.0000747161
Дамаск	0,1,0.0000000000,0.0000747161
человекаpic.twitter.com/uxy9ldctkf	0,1,0.0000000000,0.0000747161
ОАЭ	0,1,0.0000000000,0.0000747161
tcotpic.twitter.com/jftjytochr	0,1,0.0000000000,0.0000747161
возложили	0,1,0.0000000000,0.0000747161
грузина	0,1,0.0000000000,0.0000747161
series	0,1,0.0000000000,0.0000747161
begründete	0,1,0.0000000000,0.0000747161
allah	0,1,0.0000000000,0.0000747161
фронтаpic.twitter.com/r9wxy7jjtj	0,1,0.0000000000,0.0000747161
скотскиеpic.twitter.com/oi1nujwpio	0,1,0.0000000000,0.0000747161
rt	0,2,0.0000000000,0.0001494322
trending	0,1,0.0000000000,0.0000747161
oprah	0,1,0.0000000000,0.0000747161
“w…	1,0,0.0001611084,0.0000000000
smu	0,1,0.0000000000,0.0000747161
pic.twitter.com/ybecvocnrl	0,1,0.0000000000,0.0000747161
Рощу	0,1,0.0000000000,0.0000747161
ro	0,1,0.0000000000,0.0000747161
hillaryclinton	0,1,0.0000000000,0.0000747161
Синайская	0,1,0.0000000000,0.0000747161
godislove	0,1,0.0000000000,0.0000747161
дна	0,1,0.0000000000,0.0000747161
given	2,1,0.0003222169,0.0000747161
brauchen	0,1,0.0000000000,0.0000747161
матёрая	0,3,0.0000000000,0.0002241482
ass’	0,1,0.0000000000,0.0000747161
verlassen#thailand	0,1,0.0000000000,0.0000747161
dschungelkönig	0,17,0.0000000000,0.0012701733
Мигрантский	0,1,0.0000000000,0.0000747161
kashmir	1,0,0.0001611084,0.0000000000
heading	0,1,0.0000000000,0.0000747161
pic.twitter.com/xexqdmrixy	0,1,0.0000000000,0.0000747161
today's	2,1,0.0003222169,0.0000747161
demaizièrehttps://www.neues-deutschland.de/artikel/1061690.innenministerium-verbietet-linksunten-indymedia.html …	0,1,0.0000000000,0.0000747161
дни	0,1,0.0000000000,0.0000747161
там!pic.twitter.com/3gmgndcxme	0,1,0.0000000000,0.0000747161
elmo	0,1,0.0000000000,0.0000747161
sheriff’s	0,1,0.0000000000,0.0000747161
будучи	0,1,0.0000000000,0.0000747161
worldelephantday	0,16,0.0000000000,0.0011954573
wash	0,1,0.0000000000,0.0000747161
Хочется	0,1,0.0000000000,0.0000747161
https://t.co/dwl4eljqva	1,0,0.0001611084,0.0000000000
http://bit.ly/29iresx 	0,1,0.0000000000,0.0000747161
getötet	0,1,0.0000000000,0.0000747161
service	3,2,0.0004833253,0.0001494322
engagement	0,1,0.0000000000,0.0000747161
Думаю	0,1,0.0000000000,0.0000747161
needed	0,2,0.0000000000,0.0001494322
master	1,0,0.0001611084,0.0000000000
pic.twitter.com/93vmf2i0xz	0,1,0.0000000000,0.0000747161
legs	0,1,0.0000000000,0.0000747161
ranging	1,0,0.0001611084,0.0000000000
населения...pic.twitter.com/f2aokuzyhe	0,1,0.0000000000,0.0000747161
nirvana	0,1,0.0000000000,0.0000747161
troncommunity	1,0,0.0001611084,0.0000000000
Вильнюса	0,1,0.0000000000,0.0000747161
pic.twitter.com/rouafm0qht	0,1,0.0000000000,0.0000747161
Между	0,1,0.0000000000,0.0000747161
crawl	0,1,0.0000000000,0.0000747161
donaldtrump	0,1,0.0000000000,0.0000747161
https://t.co/vgnlhwaw3z	1,0,0.0001611084,0.0000000000
showed	0,1,0.0000000000,0.0000747161
vielen	0,1,0.0000000000,0.0000747161
handcuffs	0,1,0.0000000000,0.0000747161
платит	0,1,0.0000000000,0.0000747161
митинги	0,1,0.0000000000,0.0000747161
кто	0,2,0.0000000000,0.0001494322
project	4,0,0.0006444337,0.0000000000
„merkel	0,1,0.0000000000,0.0000747161
http://vk.com/wall-62675857_17093 …	0,1,0.0000000000,0.0000747161
война	0,8,0.0000000000,0.0005977286
feeling	2,0,0.0003222169,0.0000000000
войне	0,1,0.0000000000,0.0000747161
buck-fucking-wild	0,1,0.0000000000,0.0000747161
boston	0,1,0.0000000000,0.0000747161
Суд	0,1,0.0000000000,0.0000747161
Чемпионату	0,1,0.0000000000,0.0000747161
самарцы	0,1,0.0000000000,0.0000747161
центре	0,1,0.0000000000,0.0000747161
alive	0,1,0.0000000000,0.0000747161
виновна	0,1,0.0000000000,0.0000747161
gesteht	0,1,0.0000000000,0.0000747161
that	34,46,0.0054776865,0.0034369396
http://nevnov.ru/city/officialnews/obnovlennyj-dom-kultury-kingiseppcam/?utm_source=twitter&utm_medium=nova&utm_campaign=vv …	0,1,0.0000000000,0.0000747161
recommended	2,0,0.0003222169,0.0000000000
causing	0,1,0.0000000000,0.0000747161
https://t.co/exlj6ms1ml	1,0,0.0001611084,0.0000000000
season	2,0,0.0003222169,0.0000000000
soonpic.twitter.com/5mqc9bczv8	0,1,0.0000000000,0.0000747161
борьбе	0,1,0.0000000000,0.0000747161
mouth	1,1,0.0001611084,0.0000747161
3/147	1,0,0.0001611084,0.0000000000
letter	0,1,0.0000000000,0.0000747161
entry	1,0,0.0001611084,0.0000000000
morality	0,1,0.0000000000,0.0000747161
singer	0,1,0.0000000000,0.0000747161
episode	1,0,0.0001611084,0.0000000000
cops	0,4,0.0000000000,0.0002988643
professor	0,2,0.0000000000,0.0001494322
Нэвэльный.pic.twitter.com/d4vu7ruama	0,1,0.0000000000,0.0000747161
покинуть	0,1,0.0000000000,0.0000747161
tech	0,2,0.0000000000,0.0001494322
бы	0,2,0.0000000000,0.0001494322
doesn’t	1,2,0.0001611084,0.0001494322
came	0,1,0.0000000000,0.0000747161
saying	1,4,0.0001611084,0.0002988643
https://www.youtube.com/embed/us0fomlchq4 …	0,1,0.0000000000,0.0000747161
проплакало	0,1,0.0000000000,0.0000747161
ttip	0,2,0.0000000000,0.0001494322
‘thank	0,1,0.0000000000,0.0000747161
fordernhttps://www.welt.de/politik/deutschland/article167987584/integrationsbeauftragte-oezoguz-traut-sich-nicht-mehr-in-die-tuerkei.html …	0,1,0.0000000000,0.0000747161
lessons	0,1,0.0000000000,0.0000747161
orleans	0,7,0.0000000000,0.0005230126
eigenen	0,1,0.0000000000,0.0000747161
lights	1,0,0.0001611084,0.0000000000
smacdonaldsm	1,0,0.0001611084,0.0000000000
бородатыми	0,1,0.0000000000,0.0000747161
bust	1,1,0.0001611084,0.0000747161
А-90	0,1,0.0000000000,0.0000747161
bush	0,1,0.0000000000,0.0000747161
statehouse	0,1,0.0000000000,0.0000747161
rick	1,0,0.0001611084,0.0000000000
rich	1,0,0.0001611084,0.0000000000
наболевших	0,1,0.0000000000,0.0000747161
Мирового	0,1,0.0000000000,0.0000747161
vollmitgliedschaft	0,1,0.0000000000,0.0000747161
menf	1,0,0.0001611084,0.0000000000
rice	0,1,0.0000000000,0.0000747161
il…	1,0,0.0001611084,0.0000000000
emphatically	0,1,0.0000000000,0.0000747161
pic.twitter.com/cueahrnuks	0,1,0.0000000000,0.0000747161
pussypower	1,0,0.0001611084,0.0000000000
net	1,0,0.0001611084,0.0000000000
volatility	1,0,0.0001611084,0.0000000000
стыдно,ни	0,1,0.0000000000,0.0000747161
hourspic.twitter.com/kj65tpnwg0	0,1,0.0000000000,0.0000747161
cror…	1,0,0.0001611084,0.0000000000
release	2,2,0.0003222169,0.0001494322
left-minded	0,1,0.0000000000,0.0000747161
disaster	0,2,0.0000000000,0.0001494322
fair	0,1,0.0000000000,0.0000747161
вы	0,6,0.0000000000,0.0004482965
imho	0,1,0.0000000000,0.0000747161
fail	2,0,0.0003222169,0.0000000000
тусоваться	0,1,0.0000000000,0.0000747161
best	2,5,0.0003222169,0.0003735804
clarifies	0,1,0.0000000000,0.0000747161
Полковник	0,1,0.0000000000,0.0000747161
explodes	1,0,0.0001611084,0.0000000000
ответственность	0,1,0.0000000000,0.0000747161
lots	1,0,0.0001611084,0.0000000000
https://t.co/orfhmivmqd	1,0,0.0001611084,0.0000000000
r	0,1,0.0000000000,0.0000747161
scorn	0,1,0.0000000000,0.0000747161
поглотила	0,1,0.0000000000,0.0000747161
xvg	4,0,0.0006444337,0.0000000000
never	2,9,0.0003222169,0.0006724447
хочет	0,3,0.0000000000,0.0002241482
nature	1,1,0.0001611084,0.0000747161
beautiful!pic.twitter.com/6qwnkre61o	0,1,0.0000000000,0.0000747161
theblaze	1,0,0.0001611084,0.0000000000
wtf	0,2,0.0000000000,0.0001494322
defiance	0,1,0.0000000000,0.0000747161
https://t.co/lkimzkcyvi	1,0,0.0001611084,0.0000000000
marines	0,2,0.0000000000,0.0001494322
праздников	0,1,0.0000000000,0.0000747161
accident	1,0,0.0001611084,0.0000000000
violators	0,1,0.0000000000,0.0000747161
addresspic.twitter.com/jlzg3a9kxz	0,1,0.0000000000,0.0000747161
reported	0,1,0.0000000000,0.0000747161
country	0,1,0.0000000000,0.0000747161
adventures	1,0,0.0001611084,0.0000000000
http://vk.com/yapatriotru?w=wall-70045313_5190 …	0,1,0.0000000000,0.0000747161
ПАЛОМНИКОВ	0,1,0.0000000000,0.0000747161
https://t.co/njr0tibvr1	1,0,0.0001611084,0.0000000000
planned	0,2,0.0000000000,0.0001494322
боевая	0,1,0.0000000000,0.0000747161
американцев	0,2,0.0000000000,0.0001494322
филиал	0,1,0.0000000000,0.0000747161
pro-abortion	0,1,0.0000000000,0.0000747161
debt-exploding	0,1,0.0000000000,0.0000747161
timstri	1,0,0.0001611084,0.0000000000
irresponsible	0,1,0.0000000000,0.0000747161
2nd	2,0,0.0003222169,0.0000000000
Кобейн	0,1,0.0000000000,0.0000747161
250	1,0,0.0001611084,0.0000000000
https://t.co/02fwgclmnu	1,0,0.0001611084,0.0000000000
union	0,2,0.0000000000,0.0001494322
лет	0,6,0.0000000000,0.0004482965
американок	0,1,0.0000000000,0.0000747161
much	14,4,0.0022555180,0.0002988643
stadium	0,1,0.0000000000,0.0000747161
blacklivesmatterpic.twitter.com/kqaqw5ntgc	0,1,0.0000000000,0.0000747161
будет	0,3,0.0000000000,0.0002241482
начальник	0,1,0.0000000000,0.0000747161
http://www.wbaltv.com/article/maryland-state-police-investigate-possible-hate-crime-in-harford-county/9962696 …pic.twitter.com/d04bpijb5c	0,1,0.0000000000,0.0000747161
life	0,7,0.0000000000,0.0005230126
spit	1,0,0.0001611084,0.0000000000
eastern	0,1,0.0000000000,0.0000747161
aufgehoben	0,1,0.0000000000,0.0000747161
worker	0,1,0.0000000000,0.0000747161
Ройзман,единственный	0,1,0.0000000000,0.0000747161
child	0,4,0.0000000000,0.0002988643
aventador	0,1,0.0000000000,0.0000747161
muyinda’s	1,0,0.0001611084,0.0000000000
spin	1,0,0.0001611084,0.0000000000
unsold	4,0,0.0006444337,0.0000000000
anymore…	0,2,0.0000000000,0.0001494322
presidency	0,1,0.0000000000,0.0000747161
neverhillarypic.twitter.com/apz8okbfds	0,1,0.0000000000,0.0000747161
originalgitnby	1,0,0.0001611084,0.0000000000
продолжают	0,2,0.0000000000,0.0001494322
armband	1,0,0.0001611084,0.0000000000
dream’	0,1,0.0000000000,0.0000747161
ridiculously	0,1,0.0000000000,0.0000747161
линии	0,2,0.0000000000,0.0001494322
grenzen	0,1,0.0000000000,0.0000747161
played	2,0,0.0003222169,0.0000000000
player	1,1,0.0001611084,0.0000747161
campaigning	0,1,0.0000000000,0.0000747161
зашли	0,1,0.0000000000,0.0000747161
https://t.co/b9if1ohqzr	1,0,0.0001611084,0.0000000000
САМЫХ	0,1,0.0000000000,0.0000747161
hong	1,0,0.0001611084,0.0000000000
1x04	0,1,0.0000000000,0.0000747161
things	1,2,0.0001611084,0.0001494322
ifihadaneviltwin	0,1,0.0000000000,0.0000747161
big	4,6,0.0006444337,0.0004482965
dhs	0,1,0.0000000000,0.0000747161
junge	0,1,0.0000000000,0.0000747161
european	1,1,0.0001611084,0.0000747161
динамитом	0,1,0.0000000000,0.0000747161
страны	0,1,0.0000000000,0.0000747161
http://www.breitbart.com/jerusalem/2016/08/20/cairo-man-accused-pushing-wife-off-building-failing-laundry/ …pic.twitter.com/mb6wxd2x5i	0,1,0.0000000000,0.0000747161
https://goo.gl/0lwgza 	0,1,0.0000000000,0.0000747161
little…	1,0,0.0001611084,0.0000000000
https://t.co/8i90s27zfy	1,0,0.0001611084,0.0000000000
rethorikhttps://www.welt.de/debatte/kommentare/article169070350/macron-will-zu-viel-aber-er-will-wenigstens-was.html …	0,1,0.0000000000,0.0000747161
tune	1,0,0.0001611084,0.0000000000
sentenc…	1,0,0.0001611084,0.0000000000
wähleafdpic.twitter.com/obgub4icwm	0,1,0.0000000000,0.0000747161
зачищена	0,1,0.0000000000,0.0000747161
Давайте	0,2,0.0000000000,0.0001494322
abitur	0,1,0.0000000000,0.0000747161
wahl	0,4,0.0000000000,0.0002988643
https://t.co/ch8jhs2efb	1,0,0.0001611084,0.0000000000
airbag	0,1,0.0000000000,0.0000747161
previous	2,0,0.0003222169,0.0000000000
enters	0,1,0.0000000000,0.0000747161
hal	0,1,0.0000000000,0.0000747161
mobility	2,0,0.0003222169,0.0000000000
frage	0,1,0.0000000000,0.0000747161
emphasis	162,0,0.0260995650,0.0000000000
topical	0,1,0.0000000000,0.0000747161
innocent	0,3,0.0000000000,0.0002241482
prison	0,2,0.0000000000,0.0001494322
haq	0,1,0.0000000000,0.0000747161
east	0,3,0.0000000000,0.0002241482
hat	0,7,0.0000000000,0.0005230126
playpic.twitter.com/0we53y75dk	0,1,0.0000000000,0.0000747161
pic.twitter.com/gonlv0cnjk	0,1,0.0000000000,0.0000747161
bundespolizei-einsatz	0,1,0.0000000000,0.0000747161
survival	1,0,0.0001611084,0.0000000000
possible	3,1,0.0004833253,0.0000747161
possibly	0,1,0.0000000000,0.0000747161
unique	1,0,0.0001611084,0.0000000000
Песков	0,1,0.0000000000,0.0000747161
mor…	1,0,0.0001611084,0.0000000000
ПОЛИТИКОВ	0,1,0.0000000000,0.0000747161
https://t.co/z4bnfarxez	1,0,0.0001611084,0.0000000000
дети	0,2,0.0000000000,0.0001494322
7favtvshows	0,6,0.0000000000,0.0004482965
https://t.co/qoaqovuzcn	1,0,0.0001611084,0.0000000000
«life	0,1,0.0000000000,0.0000747161
pic.twitter.com/dbvdbfhusl	0,1,0.0000000000,0.0000747161
задержали	0,1,0.0000000000,0.0000747161
выращивают	0,1,0.0000000000,0.0000747161
attorney	0,1,0.0000000000,0.0000747161
right	3,12,0.0004833253,0.0008965929
old	1,4,0.0001611084,0.0002988643
можно	0,4,0.0000000000,0.0002988643
crowd	0,1,0.0000000000,0.0000747161
people	13,24,0.0020944095,0.0017931859
mo…	1,0,0.0001611084,0.0000000000
deutschlands	0,1,0.0000000000,0.0000747161
easy	1,0,0.0001611084,0.0000000000
harassment	1,0,0.0001611084,0.0000000000
https://t.co/goxp7k5tmn	1,0,0.0001611084,0.0000000000
for	82,71,0.0132108909,0.0053048416
САА	0,5,0.0000000000,0.0003735804
Обамы	0,1,0.0000000000,0.0000747161
выборам	0,1,0.0000000000,0.0000747161
creative	1,0,0.0001611084,0.0000000000
429m	0,1,0.0000000000,0.0000747161
mountainshttp://bit.ly/2dul61a 	0,1,0.0000000000,0.0000747161
правительство	0,1,0.0000000000,0.0000747161
shifting	1,0,0.0001611084,0.0000000000
starring	0,1,0.0000000000,0.0000747161
двумя	0,1,0.0000000000,0.0000747161
http://bit.ly/1t0957g 	0,1,0.0000000000,0.0000747161
Прошу	0,1,0.0000000000,0.0000747161
http://www.wbaltv.com/article/police-victim-out-200-000-after-ex-boyfriend-opens-credit-cards-in-her-name-1496288308/9961580 …pic.twitter.com/q0qagposqy	0,1,0.0000000000,0.0000747161
dollars	1,0,0.0001611084,0.0000000000
citizens	0,3,0.0000000000,0.0002241482
достраивать	0,1,0.0000000000,0.0000747161
https://t.co/zqww2igx0d	1,0,0.0001611084,0.0000000000
Кличко	0,2,0.0000000000,0.0001494322
bannon	1,0,0.0001611084,0.0000000000
consulting	0,1,0.0000000000,0.0000747161
мужество	0,1,0.0000000000,0.0000747161
maxwell	6,0,0.0009666506,0.0000000000
lieber	0,1,0.0000000000,0.0000747161
raises	0,1,0.0000000000,0.0000747161
shoots	0,2,0.0000000000,0.0001494322
reducing	1,0,0.0001611084,0.0000000000
http://www.rawstory.com/2016/05/violence-erupts-at-nv-democratic-convention-amid-tensions-between-clinton-and-sanders-supporters/ …pic.twitter.com/koy04kuxji	0,1,0.0000000000,0.0000747161
https://t.co/ayzcmpopux	1,0,0.0001611084,0.0000000000
leaks	1,0,0.0001611084,0.0000000000
support	3,3,0.0004833253,0.0002241482
pic.twitter.com/ypucgeaiti	0,1,0.0000000000,0.0000747161
boy's	1,0,0.0001611084,0.0000000000
http://nevnov.ru/politics/v-strane/putin-razreshil-podavat-zayavki-na-mitingi-v-kanun-prazdnikov/?utm_source=twitter&utm_medium=nova&utm_campaign=vv …	0,1,0.0000000000,0.0000747161
resulted	0,1,0.0000000000,0.0000747161
ядовитые	0,1,0.0000000000,0.0000747161
blackgirlmagicpic.twitter.com/dw7q1uw2ti	0,1,0.0000000000,0.0000747161
happy	3,13,0.0004833253,0.0009713090
works.pic.twitter.com/4oooepvebj	0,1,0.0000000000,0.0000747161
offer	0,1,0.0000000000,0.0000747161
уничтожила	0,1,0.0000000000,0.0000747161
eachus	1,0,0.0001611084,0.0000000000
melania	0,1,0.0000000000,0.0000747161
http://youtu.be/a7c-xj6i-my 	0,1,0.0000000000,0.0000747161
pic.twitter.com/ojsvitk9au	0,1,0.0000000000,0.0000747161
объявил	0,1,0.0000000000,0.0000747161
Солдаты	0,1,0.0000000000,0.0000747161
аккаунты	0,1,0.0000000000,0.0000747161
miladvisorpic.twitter.com/0n3iuth5a5	0,1,0.0000000000,0.0000747161
http://mil.ru/aleppo.htm pic.twitter.com/cxphk3mjtr	0,1,0.0000000000,0.0000747161
nicest	0,1,0.0000000000,0.0000747161
trumpforpresidens	0,1,0.0000000000,0.0000747161
amerikanischer	0,1,0.0000000000,0.0000747161
passenger	0,1,0.0000000000,0.0000747161
георгиевские	0,1,0.0000000000,0.0000747161
proud	1,1,0.0001611084,0.0000747161
liberal	0,2,0.0000000000,0.0001494322
исправится	0,1,0.0000000000,0.0000747161
158	0,1,0.0000000000,0.0000747161
блогера	0,1,0.0000000000,0.0000747161
exist	0,2,0.0000000000,0.0001494322
питание	0,1,0.0000000000,0.0000747161
khe	0,1,0.0000000000,0.0000747161
johannxs	1,0,0.0001611084,0.0000000000
floor	0,1,0.0000000000,0.0000747161
pic.twitter.com/668zecsfv3	0,1,0.0000000000,0.0000747161
role	0,1,0.0000000000,0.0000747161
goppic.twitter.com/gnhx6cpw3o	0,1,0.0000000000,0.0000747161
brings	1,0,0.0001611084,0.0000000000
smell	0,1,0.0000000000,0.0000747161
roll	0,2,0.0000000000,0.0001494322
outage	0,1,0.0000000000,0.0000747161
https://t.co/pestvhxaxs	1,0,0.0001611084,0.0000000000
muslims	0,4,0.0000000000,0.0002988643
intent	1,1,0.0001611084,0.0000747161
rolling	0,1,0.0000000000,0.0000747161
15m	0,1,0.0000000000,0.0000747161
оторвало	0,1,0.0000000000,0.0000747161
молиться	0,1,0.0000000000,0.0000747161
получил	0,1,0.0000000000,0.0000747161
haftentlassung	0,1,0.0000000000,0.0000747161
lgbt-friendly	0,1,0.0000000000,0.0000747161
кажется	0,1,0.0000000000,0.0000747161
time	8,13,0.0012888674,0.0009713090
push	0,1,0.0000000000,0.0000747161
убийства	0,1,0.0000000000,0.0000747161
